no of sites,inc mat,freq breakdown,inacc cost,satisfaction,delay rate
53,60,49,60,95,77.27699999999999
81,31,42,99,72,79.111
59,60,67,79,38,73.773
52,53,77,76,74,80.902
73,84,61,70,66,86.226
87,33,86,88,61,86.41899999999998
73,36,94,90,69,88.161
55,64,51,56,47,66.493
54,82,44,32,37,60.65299999999999
64,41,46,41,39,56.233999999999995
68,56,96,42,94,86.78
63,93,36,79,75,84.294
98,73,84,34,65,86.211
44,92,64,90,52,83.322
92,74,44,85,48,83.471
45,98,84,48,69,83.867
71,83,57,39,65,76.744
55,88,50,52,76,78.238
67,76,74,56,65,82.347
72,75,51,84,100,93.08000000000001
97,44,53,97,84,91.29299999999999
72,75,70,92,84,95.74
97,47,67,41,48,73.013
59,59,43,100,66,79.636
74,93,32,95,30,78.84299999999999
100,49,88,63,45,83.962
70,43,60,50,85,75.047
65,30,90,89,85,87.462
42,41,34,65,95,67.53399999999999
73,62,36,76,78,79.15599999999999
78,49,51,46,64,70.13399999999999
32,44,47,56,78,62.666
46,71,85,68,58,79.92999999999999
68,76,41,90,62,82.064
85,89,37,57,47,76.67999999999999
99,71,33,97,52,85.645
88,71,100,71,63,95.708
86,52,39,66,39,68.60900000000001
65,94,58,52,93,88.23899999999999
53,96,61,64,61,81.631
57,41,82,43,31,61.849999999999994
56,95,30,77,43,73.298
42,50,51,42,42,55.303999999999995
83,36,66,88,52,79.098
86,56,79,73,39,81.04599999999999
88,100,61,56,91,96.483
92,96,64,41,100,95.767
88,70,89,80,68,96.192
59,87,95,49,95,93.868
49,74,58,95,80,86.751
72,34,30,64,80,68.19200000000001
52,39,62,33,32,53.087
81,30,85,33,82,75.771
59,35,41,67,34,57.43299999999999
95,69,65,79,37,83.948
65,58,34,95,51,73.758
99,73,62,82,91,99.119
30,31,40,82,79,63.864999999999995
89,34,80,53,89,84.038
31,35,49,40,64,53.397999999999996
76,58,82,52,81,85.03299999999999
90,46,93,35,95,87.476
34,95,31,94,73,79.699
66,97,34,37,94,79.957
62,91,36,83,91,88.456
33,31,95,73,89,78.274
36,70,57,83,42,70.15899999999999
43,45,91,61,76,77.033
83,53,66,66,57,79.125
75,85,71,37,94,88.235
70,42,43,68,35,62.778999999999996
98,45,66,94,81,93.487
40,94,80,51,89,86.334
36,62,39,84,36,62.588
48,80,75,65,98,89.24099999999999
65,67,94,85,72,93.30900000000001
96,42,90,95,45,89.55000000000001
79,41,90,96,51,86.905
69,92,35,44,83,78.713
34,91,33,69,86,76.321
76,63,32,44,40,62.06399999999999
72,98,87,77,78,100.38499999999999
75,40,77,79,79,85.25
50,86,94,88,80,97.00399999999999
92,87,30,37,33,67.88799999999999
45,56,92,33,37,64.086
69,73,59,74,73,84.773
74,41,83,30,70,72.604
40,55,79,82,53,75.287
37,66,30,72,62,65.064
57,65,52,40,72,69.702
74,91,33,49,53,73.056
79,99,75,43,97,95.788
32,67,75,76,44,71.64
44,77,83,67,87,87.28399999999999
86,60,66,69,57,82.288
60,64,97,82,67,90.14500000000001
44,70,32,91,84,78.229
65,34,82,58,61,73.07300000000001
31,77,56,45,64,66.569
51,91,35,37,90,74.127
100,77,37,88,43,83.935
98,43,76,48,55,77.89099999999999
91,92,49,67,50,84.957
100,59,73,77,51,87.614
76,85,81,35,94,90.431
37,45,49,31,65,55.348
41,68,32,32,93,64.883
91,100,90,34,66,92.81400000000001
31,85,95,93,84,94.601
72,72,79,77,74,91.109
47,84,62,67,33,71.36399999999999
74,90,64,84,35,84.471
90,30,39,73,91,78.65
96,64,99,71,70,97.40700000000001
53,32,69,92,80,79.42599999999999
67,49,73,38,92,77.756
52,82,31,33,93,70.96
34,47,55,99,61,72.118
39,75,96,32,38,68.248
55,49,72,30,68,66.78399999999999
53,57,98,94,40,83.288
68,31,38,65,65,65.012
80,42,94,71,52,82.53699999999999
96,34,75,58,76,82.542
31,54,53,69,53,63.361999999999995
88,95,31,48,69,80.60900000000001
87,92,84,36,51,85.241
45,79,65,94,33,76.95299999999999
45,59,72,88,68,80.898
37,91,90,88,82,94.59200000000001
85,38,86,32,95,81.87699999999998
33,89,87,93,66,89.699
54,87,31,73,64,75.279
40,97,91,95,30,85.987
91,72,57,94,40,86.14
86,98,89,53,37,88.384
94,93,89,43,42,87.89500000000001
64,70,73,37,95,82.64599999999999
56,83,92,92,37,87.673
30,68,75,55,48,67.277
44,45,69,66,34,62.831999999999994
80,38,88,99,70,91.311
30,35,38,58,47,50.681
83,45,61,72,64,79.126
60,100,33,68,38,72.806
72,96,95,93,90,108.67699999999999
59,44,86,73,70,80.887
80,53,49,97,91,90.114
38,63,62,92,44,72.832
44,45,45,30,80,59.498000000000005
80,34,31,39,45,55.722
72,65,71,43,87,82.372
67,74,45,79,34,72.777
61,62,70,89,91,90.892
52,69,64,76,42,73.79400000000001
87,59,36,59,75,76.946
87,42,77,64,33,73.72699999999999
94,52,71,64,59,82.76699999999998
84,33,54,95,61,79.58599999999998
96,41,73,50,83,83.533
82,43,34,52,93,74.053
76,46,87,33,37,67.928
77,57,69,92,84,92.314
77,77,93,82,73,97.92499999999998
99,74,83,100,52,99.30599999999998
92,85,52,70,57,86.667
47,76,57,72,36,70.142
34,42,74,53,51,61.90599999999999
32,66,70,56,55,68.011
79,55,94,47,78,86.005
82,88,82,72,48,90.58
48,47,68,67,97,79.72200000000001
60,94,36,67,80,82.12100000000001
100,58,65,44,76,83.524
60,65,39,82,51,72.31700000000001
76,38,80,60,55,75.23899999999999
54,33,52,43,42,54.54699999999999
75,78,40,87,94,91.113
61,67,72,57,33,70.61399999999999
75,54,65,56,55,74.26899999999999
42,96,88,77,68,90.431
36,56,48,78,54,66.27199999999999
69,83,100,74,33,87.41699999999999
62,35,44,69,67,67.46199999999999
71,86,42,93,48,82.773
75,92,89,82,34,90.57
60,53,55,77,65,75.508
42,91,99,83,70,93.84299999999999
62,89,71,40,61,78.709
67,58,88,41,99,86.056
37,41,76,89,75,77.50399999999999
44,34,37,48,56,53.356
89,77,75,70,86,96.70599999999999
32,34,44,58,39,50.425
91,47,45,38,41,63.749
48,66,94,67,97,90.702
38,38,82,76,88,78.504
68,99,93,84,55,97.19099999999999
81,94,55,74,66,90.11
54,86,92,47,53,80.90599999999999
90,88,80,73,65,96.436
46,30,54,65,31,55.018
38,93,80,37,59,74.854
96,97,61,72,85,100.105
63,87,90,93,58,95.243
71,35,93,75,49,78.64399999999999
64,95,97,35,55,84.31599999999999
31,87,94,52,78,83.41199999999999
82,30,35,75,93,76.714
80,90,54,55,97,91.626
48,35,100,65,82,80.441
66,92,45,74,49,79.387
52,93,100,70,93,99.47099999999999
59,92,79,43,75,84.826
43,74,79,100,33,80.12299999999999
75,54,96,98,57,92.529
43,31,34,65,65,57.986
88,86,77,30,30,75.708
60,96,34,84,86,87.72200000000001
31,50,98,73,75,79.728
50,31,34,86,71,66.253
96,49,75,70,61,85.44299999999998
85,100,66,62,86,97.21000000000001
69,57,34,51,48,63.055
45,38,80,70,59,71.147
91,42,48,85,81,84.482
89,78,55,30,67,77.695
98,39,50,69,46,73.469
41,70,54,88,70,78.71199999999999
83,76,97,59,64,92.315
32,76,44,31,47,56.072
44,59,50,100,44,72.324
64,60,61,58,88,80.666
44,69,74,46,48,68.478
79,35,88,76,96,91.118
38,41,30,41,46,47.753
48,71,49,44,66,67.758
92,37,55,68,99,85.491
33,55,79,97,73,82.138
57,50,63,84,54,75.008
93,46,35,54,92,77.932
35,77,99,93,68,90.673
89,34,93,96,68,92.514
93,72,53,96,71,93.729
67,97,73,90,62,94.754
34,99,68,77,68,84.347
100,60,83,66,58,89.33999999999999
47,87,78,84,53,85.03099999999999
72,32,60,52,55,65.98299999999999
38,32,79,54,58,63.612
85,47,49,54,45,68.141
93,82,68,33,65,83.05
45,50,46,64,61,64.811
63,76,70,39,44,71.127
55,77,65,73,69,82.602
65,97,36,79,33,75.46399999999998
59,49,68,98,57,80.60499999999999
73,64,37,64,52,70.60199999999999
50,74,37,95,73,80.154
69,71,97,50,45,80.86500000000001
100,71,62,40,38,75.682
68,67,89,85,94,98.20500000000001
52,78,33,65,68,72.123
75,30,62,53,37,62.541999999999994
88,96,34,99,99,101.32799999999999
63,81,89,84,100,101.638
48,49,97,49,97,82.91199999999999
64,47,61,58,30,63.284000000000006
70,33,99,55,92,85.053
71,58,58,39,38,64.273
52,58,40,73,96,77.755
30,79,81,85,79,86.31
62,90,32,48,79,75.791
96,58,94,55,49,85.69
75,73,91,54,68,87.94800000000001
52,50,44,56,33,57.213
69,54,46,89,46,73.99499999999999
40,52,77,65,57,70.916
76,80,54,68,80,87.21199999999999
65,56,78,95,74,89.64099999999999
36,66,67,41,80,70.727
58,91,95,47,37,79.906
31,85,45,39,68,65.359
85,97,44,93,90,99.623
67,43,80,44,80,76.518
47,61,72,33,32,59.68499999999999
62,75,78,59,39,76.22800000000001
67,89,30,66,51,73.783
78,63,59,68,39,74.72300000000001
96,70,66,70,98,97.43599999999998
85,91,98,34,69,91.85300000000001
39,70,43,97,68,77.241
64,87,93,33,43,77.96199999999999
99,80,38,69,36,78.33699999999999
85,60,88,78,63,91.071
63,54,30,89,43,67.904
97,53,97,67,34,84.68499999999999
87,64,65,64,34,76.41199999999999
46,45,69,39,60,63.125
51,67,40,61,48,65.033
95,38,38,32,57,63.275000000000006
47,64,30,60,62,64.08
58,47,45,45,69,64.324
62,60,91,84,74,90.38999999999999
31,99,77,85,58,85.31099999999999
87,81,44,39,51,73.52600000000001
97,45,67,82,47,82.243
97,83,94,62,30,89.078
44,64,85,33,50,67.273
46,86,56,56,32,67.22800000000001
61,81,94,55,38,80.137
70,51,83,63,76,83.565
70,93,91,57,95,98.96199999999999
55,76,70,95,80,91.619
50,100,91,39,43,78.716
64,81,33,33,71,68.71799999999999
33,79,61,31,50,61.929
53,66,41,88,87,81.633
61,78,61,98,45,83.517
52,71,63,67,62,76.751
85,69,75,74,40,83.488
72,40,64,64,52,71.092
61,70,30,58,97,77.021
44,92,77,31,85,80.242
48,62,81,86,56,81.12599999999999
80,97,60,59,61,86.94999999999999
100,60,82,87,69,96.894
62,99,32,100,50,83.518
45,63,90,56,94,84.86
86,96,46,71,91,95.008
72,73,79,42,44,75.498
60,70,68,89,60,84.51899999999999
45,78,36,88,100,84.59
90,77,71,78,85,97.671
72,45,62,100,70,84.982
86,37,55,41,61,68.168
97,44,91,33,79,83.78800000000001
41,96,98,78,70,93.362
53,31,70,41,89,69.238
73,84,50,35,93,81.65199999999999
44,40,78,88,63,76.259
57,59,60,55,55,69.67
96,81,34,43,39,71.29599999999999
62,30,44,39,62,57.727000000000004
63,92,62,38,88,83.616
55,80,48,99,74,86.729
91,84,78,76,97,103.783
58,31,48,89,32,62.778999999999996
51,54,34,50,42,56.254
50,64,64,87,91,86.768
57,68,76,57,100,87.281
57,42,93,47,56,71.875
74,41,91,80,61,84.501
90,77,33,78,89,89.37899999999999
50,60,45,35,50,58.474999999999994
86,99,97,63,90,105.99499999999999
37,76,56,44,61,66.799
86,66,87,41,59,82.56199999999998
56,33,39,72,37,57.681
57,43,97,99,63,87.446
30,31,56,98,66,68.472
82,51,37,50,68,70.12599999999999
73,87,82,61,50,85.975
42,93,92,85,72,93.599
84,89,77,41,64,86.475
38,75,100,68,99,92.675
54,74,92,30,88,82.422
79,36,54,87,63,77.654
57,49,72,42,78,72.634
83,76,35,32,77,73.81099999999999
69,67,57,61,30,69.127
51,81,65,87,65,85.032
72,37,43,97,34,68.845
32,73,88,92,89,91.189
56,49,60,58,99,78.497
51,34,46,96,89,76.995
43,91,65,95,52,84.295
38,40,88,74,76,77.03
71,80,84,75,86,96.493
34,92,45,84,54,75.298
93,52,88,59,75,89.378
36,64,81,68,35,69.191
90,74,84,60,30,82.26199999999999
85,72,62,93,50,88.115
50,60,67,63,97,82.162
30,66,85,36,58,67.062
79,96,40,98,55,89.591
95,52,43,63,88,83.03899999999999
59,98,40,82,51,80.371
35,65,86,93,89,89.71799999999999
30,83,72,82,34,73.336
71,63,91,76,95,96.501
90,30,100,61,31,75.918
94,35,58,39,50,67.167
93,72,37,77,80,87.41299999999998
54,32,40,43,78,60.19499999999999
83,38,90,90,60,87.888
72,81,90,66,81,95.031
76,40,49,71,90,79.411
69,57,32,95,99,85.754
42,97,50,79,76,83.849
56,54,61,70,87,79.937
33,93,93,31,42,71.19300000000001
71,95,67,52,91,91.64099999999999
73,30,74,51,65,71.36
93,56,56,72,72,84.97
75,51,89,50,59,78.915
65,84,32,34,66,68.466
65,72,34,77,99,84.56
57,40,68,43,31,58.19
78,33,44,36,92,68.952
86,33,60,35,30,59.359
80,86,42,47,47,73.52799999999999
41,32,86,82,89,80.445
30,100,31,47,33,58.73
52,55,65,80,57,75.26899999999999
49,83,61,76,67,81.87700000000001
57,82,52,59,45,71.852
97,84,49,58,90,92.07
46,96,76,91,35,83.788
39,94,49,38,35,62.138999999999996
81,53,63,93,90,92.55499999999999
90,88,66,62,45,85.447
66,93,48,88,44,82.54
48,75,61,70,62,77.0
92,86,70,58,78,93.532
54,90,32,88,81,84.065
94,68,55,51,70,82.303
35,41,87,86,41,70.645
94,91,76,48,91,97.455
33,59,37,74,89,71.197
80,80,43,100,94,96.702
60,70,79,93,91,95.77
70,94,83,96,67,99.87100000000001
34,30,42,87,63,62.372
79,87,73,44,96,92.36999999999999
99,50,86,96,36,89.28999999999999
87,37,54,30,82,70.638
53,91,76,49,79,84.836
64,34,97,48,67,75.531
86,33,80,85,55,82.514
44,69,86,48,48,71.892
48,54,77,86,75,82.853
58,61,98,69,54,82.82900000000001
64,71,71,90,46,83.276
78,53,44,56,41,66.197
56,80,83,72,79,90.175
40,78,99,39,47,73.86
47,76,86,68,55,80.901
47,86,74,39,50,72.141
35,56,84,38,84,72.44399999999999
86,74,97,85,30,90.541
84,40,36,84,68,75.944
41,65,74,71,50,73.34100000000001
56,97,65,48,86,85.814
91,40,51,86,65,81.04899999999999
58,99,33,36,74,73.122
35,61,71,67,73,74.844
49,38,70,56,61,66.763
99,42,70,76,77,88.61899999999999
72,33,60,37,95,72.382
56,40,60,32,64,61.407999999999994
42,89,59,69,61,77.988
67,56,96,54,89,88.22900000000001
37,56,76,84,99,85.82900000000001
37,79,59,92,65,80.907
77,96,46,50,91,87.727
82,73,30,96,73,86.189
100,68,53,34,64,77.666
71,54,90,65,79,87.468
65,30,35,100,85,76.715
36,65,54,89,70,76.525
34,68,76,46,72,72.182
79,38,89,46,69,78.189
67,82,91,55,62,86.981
79,78,30,85,75,84.5
91,71,82,92,59,96.16499999999999
92,55,34,82,92,86.446
47,90,63,91,31,78.414
38,55,77,96,35,73.307
100,39,94,52,72,86.928
49,99,40,81,31,73.05199999999999
40,56,83,95,52,79.421
66,64,67,69,91,86.998
32,89,79,53,60,76.315
89,71,55,45,47,74.732
71,66,99,94,59,94.73899999999999
57,31,74,93,82,82.10300000000001
52,85,81,44,32,71.61999999999999
49,38,61,41,40,55.777
55,48,75,57,45,68.19800000000001
50,83,75,30,96,81.462
31,79,97,96,37,82.839
35,43,58,37,78,61.214999999999996
92,97,30,38,72,80.126
63,83,83,89,54,90.607
35,59,60,95,83,80.926
73,34,89,69,65,80.36999999999999
58,81,85,68,53,84.04899999999999
78,92,70,51,68,87.457
45,31,53,98,34,63.53
37,83,50,90,75,81.651
76,86,48,61,38,75.221
69,90,32,69,38,72.543
50,81,65,57,39,71.13
46,45,80,56,34,63.57000000000001
89,32,52,39,82,71.601
52,81,55,93,41,78.412
90,66,80,90,84,99.854
75,53,75,98,98,97.20599999999999
45,70,32,31,92,65.851
52,38,96,32,38,62.366
68,33,46,41,39,55.25
80,66,83,85,37,85.43599999999999
70,63,72,40,94,82.63
90,64,76,41,46,77.17299999999999
89,36,69,91,72,86.911
55,90,99,98,56,96.96
58,64,37,44,95,72.64699999999999
46,63,53,49,37,60.408
81,75,87,63,99,98.69399999999999
68,88,59,50,32,72.31400000000001
60,42,66,75,31,66.692
84,89,66,83,77,97.18199999999999
68,35,31,95,73,73.53
73,57,48,73,63,76.46000000000001
91,78,37,75,92,90.84700000000001
54,86,61,60,84,84.096
94,38,99,87,60,92.017
96,98,51,67,80,95.469
87,50,93,30,100,87.73599999999999
87,95,40,51,59,80.84199999999998
66,36,51,51,70,66.743
55,81,93,74,38,83.05799999999999
75,64,97,64,44,83.76599999999999
51,34,52,59,86,68.733
42,93,83,97,94,99.709
74,66,78,68,52,82.30799999999999
74,43,33,57,99,74.55799999999999
79,60,63,50,31,68.875
42,71,85,39,100,82.205
75,50,71,76,90,88.192
58,35,34,58,33,53.051
80,95,75,44,74,89.662
30,47,61,74,69,68.499
75,58,75,87,31,79.338
37,92,32,89,50,73.087
57,77,80,87,61,88.18799999999999
92,53,69,68,67,84.971
56,74,40,83,56,75.257
73,34,85,44,73,75.279
57,79,61,42,96,81.67999999999999
53,33,97,38,62,68.97
95,77,99,84,50,98.596
77,83,56,98,68,93.024
100,72,92,86,78,104.224
63,97,59,40,98,87.03999999999999
50,85,92,64,31,78.435
95,73,31,62,47,74.947
78,79,83,32,49,78.18499999999999
76,64,63,62,58,78.65599999999999
56,74,85,30,55,73.113
35,75,87,95,84,91.663
78,43,43,76,59,72.78299999999999
76,36,54,34,53,61.599
58,39,56,37,34,54.537
48,56,74,70,80,79.946
74,42,78,89,52,81.55499999999999
71,80,54,83,74,88.17699999999999
79,52,93,94,41,87.385
74,35,95,30,50,69.168
56,82,85,63,53,82.594
65,88,31,83,78,84.045
70,31,46,96,57,73.021
88,100,45,62,53,84.727
86,43,44,66,79,77.43299999999999
59,87,83,64,64,86.99000000000001
41,75,87,30,60,71.44
100,93,70,79,96,106.689
64,47,36,52,98,72.386
100,52,36,93,72,85.911
48,50,53,87,71,75.28399999999999
46,30,98,64,33,66.00099999999999
58,78,51,31,64,68.725
85,58,79,55,56,81.083
71,96,99,53,35,86.21600000000001
82,83,52,75,38,80.319
89,55,65,90,66,88.858
30,66,57,63,74,70.711
41,57,85,33,38,61.898999999999994
71,59,52,88,76,84.27
99,33,68,84,65,84.939
77,80,86,75,92,99.90299999999999
97,96,90,68,37,94.447
76,91,61,63,87,92.104
44,91,94,83,72,93.59700000000001
34,100,84,60,41,77.749
77,66,57,59,50,75.233
96,92,65,57,33,83.47599999999998
85,100,53,44,75,86.969
91,53,53,63,62,78.385
42,61,88,86,56,81.138
99,42,33,73,87,81.312
55,75,84,77,93,93.60199999999999
67,60,96,42,74,82.61399999999999
73,75,82,77,69,91.59
72,32,83,85,60,80.839
81,51,93,36,93,86.271
44,63,98,85,79,89.94200000000001
96,53,58,81,45,81.024
47,54,70,87,74,80.901
97,87,49,61,51,83.976
86,99,97,43,89,100.88999999999999
92,47,35,62,34,65.66799999999999
61,76,84,97,80,96.97299999999998
52,84,42,93,83,86.262
93,89,98,94,69,107.881
34,74,37,75,34,61.86699999999999
42,69,35,44,33,54.317
60,78,34,65,57,71.608
71,48,81,81,33,76.426
96,76,57,59,53,83.006
94,33,81,71,64,83.49699999999999
81,96,57,55,92,92.839
52,77,31,46,92,72.654
56,66,80,95,96,95.78099999999999
46,51,35,84,91,74.823
35,87,32,48,47,60.685
100,95,62,35,79,90.368
61,96,83,61,42,83.55099999999999
63,73,91,70,90,94.32199999999999
43,83,88,86,53,86.01299999999999
51,91,49,44,83,77.529
47,84,55,64,30,68.192
97,64,64,99,71,96.158
80,51,68,85,81,88.896
90,80,59,58,81,89.63499999999999
92,33,48,86,49,74.931
95,74,97,88,57,100.063
41,90,31,30,36,55.556
62,36,100,99,54,85.475
95,71,49,55,63,81.07
69,94,76,54,77,90.16499999999999
53,61,68,31,52,64.575
100,86,72,46,31,81.52499999999999
81,62,91,81,94,99.647
56,72,47,49,52,67.23499999999999
81,64,72,90,89,96.46100000000001
48,61,49,36,59,61.659
49,82,32,36,95,71.697
91,38,45,50,73,72.309
89,78,65,90,70,95.44999999999999
78,66,58,86,85,90.855
66,33,62,71,83,76.74000000000001
69,94,54,67,77,87.956
43,35,61,36,63,58.013
32,68,90,88,30,75.03
95,53,82,94,57,92.737
31,94,65,62,32,69.20400000000001
78,56,68,58,82,83.316
50,93,74,43,51,75.792
96,46,92,61,60,86.427
100,72,63,82,48,88.82600000000001
75,32,43,53,49,61.33399999999999
36,81,39,87,75,77.508
98,49,52,95,95,94.72
37,53,86,46,66,70.218
30,58,55,38,97,67.831
98,36,87,86,35,83.201
38,70,44,76,79,74.83500000000001
40,70,47,49,97,73.89999999999999
53,43,86,66,93,83.12499999999999
70,60,46,72,100,84.8
44,61,90,93,81,89.936
34,92,93,91,91,97.776
30,54,84,69,56,71.419
38,66,47,85,92,79.963
31,41,66,61,66,64.603
81,85,50,48,49,76.211
64,89,37,89,39,77.41399999999999
34,37,31,79,87,65.332
55,37,34,54,96,67.276
72,38,87,55,82,81.37899999999999
54,92,63,81,69,87.476
49,36,98,99,51,81.10600000000001
94,46,74,54,97,88.91499999999999
57,94,81,99,42,90.84100000000001
96,75,95,93,37,96.37599999999999
60,77,46,53,64,73.091
55,83,39,41,63,68.476
71,64,49,51,42,67.43700000000001
79,91,46,53,76,84.04500000000002
49,41,100,92,78,87.728
96,56,33,58,90,81.092
60,66,80,33,89,79.96799999999999
60,85,42,48,45,68.197
98,55,61,89,38,82.95700000000001
50,52,96,51,87,81.92
63,80,33,89,51,76.94
38,30,42,78,47,57.233
71,44,60,77,99,85.524
99,41,63,91,78,90.557
83,51,55,46,37,66.193
97,83,62,98,73,100.553
80,30,47,35,52,59.392999999999994
63,73,68,45,44,71.365
38,78,56,30,79,68.537
38,74,43,94,90,82.636
64,65,55,78,34,72.052
48,42,80,30,78,67.78399999999999
84,47,98,100,91,102.303
74,95,100,100,52,102.52799999999999
70,97,61,36,76,82.86
65,97,62,49,80,86.03299999999999
91,54,42,59,33,67.868
50,48,78,48,87,75.823
77,61,52,34,89,76.273
87,65,93,69,51,88.86800000000001
46,52,42,74,76,70.67
55,50,71,67,82,79.205
50,76,71,55,78,80.443
70,89,92,100,38,94.714
79,51,38,87,42,72.26499999999999
89,63,84,77,73,94.00199999999998
93,37,49,42,89,75.501
47,34,59,68,34,58.919999999999995
40,49,83,54,59,69.465
79,68,95,71,80,95.743
51,31,36,73,64,62.109
39,59,90,83,40,75.76299999999999
51,40,77,86,78,80.898
69,33,82,32,98,76.54399999999998
72,68,79,77,47,83.518
63,65,51,94,51,78.887
97,58,35,50,84,78.89599999999999
42,32,58,78,97,74.843
58,93,46,35,40,66.25699999999999
80,50,59,92,97,92.077
37,55,65,79,89,79.23599999999999
47,85,55,63,34,69.173
48,76,52,99,52,79.645
56,66,62,30,49,64.079
67,99,54,34,37,70.873
59,60,94,47,100,87.775
85,55,44,39,38,63.513000000000005
56,100,49,50,73,79.943
32,42,50,53,70,60.221
55,53,94,76,63,83.081
73,31,59,30,57,60.881
42,53,71,69,67,73.602
37,57,41,89,73,72.37799999999999
74,69,80,50,85,87.239
75,33,36,75,69,70.116
33,91,33,44,58,63.144000000000005
98,77,53,63,33,78.83
79,41,70,47,52,70.363
83,99,58,92,74,98.88
37,97,80,36,86,81.96
72,61,56,52,82,78.69800000000001
32,35,54,61,74,62.413
83,99,57,52,54,84.016
56,57,32,88,64,72.332
81,57,74,40,65,77.211
72,82,93,73,47,89.378
60,78,34,90,84,84.298
47,84,48,43,91,76.326
43,73,65,80,94,86.548
62,67,69,81,63,83.306
84,45,61,82,54,79.348
66,30,72,99,46,76.187
60,68,34,79,58,72.815
99,40,56,59,100,86.219
41,35,32,44,35,45.537000000000006
90,75,77,76,41,87.381
67,86,86,98,42,92.28599999999997
80,85,37,85,40,79.58299999999998
96,70,56,90,66,92.016
41,69,53,52,60,67.026
46,63,88,73,87,87.03
93,96,34,49,42,76.423
44,36,51,93,91,76.77
46,93,67,46,91,83.645
61,82,47,57,57,74.054
47,54,51,49,30,56.251
87,30,71,91,50,80.06099999999999
82,92,95,90,55,100.81700000000001
36,44,69,53,71,66.55799999999999
52,92,61,90,89,93.59100000000001
95,87,30,69,35,76.88
49,65,87,38,63,73.615
62,99,93,82,71,99.17299999999999
74,67,35,38,53,65.015
65,85,76,68,67,87.953
57,72,94,42,68,81.164
65,81,60,48,74,79.928
46,50,91,32,46,64.582
72,100,49,40,62,78.69
47,48,80,43,44,63.834999999999994
80,62,56,100,79,91.807
34,62,47,95,62,73.099
82,74,65,73,42,81.78900000000002
31,97,72,35,87,78.55799999999999
42,76,49,95,52,76.489
89,45,56,45,58,71.327
96,72,80,81,72,97.64299999999999
79,95,99,53,76,97.95300000000002
52,93,84,60,84,90.93199999999999
53,82,42,56,64,72.37
36,41,38,40,42,47.998
36,41,37,44,37,47.501
67,78,49,78,57,80.12100000000001
90,41,92,88,52,88.356
82,99,91,71,75,101.83200000000001
74,84,55,58,43,76.45299999999999
91,72,75,63,58,87.40899999999999
63,98,60,69,61,85.50999999999999
78,65,82,64,98,94.30599999999998
67,90,95,92,97,107.475
32,71,53,54,87,72.437
56,58,38,55,85,71.166
48,37,41,30,86,59.007999999999996
94,65,53,83,85,92.534
78,41,63,48,44,66.696
90,94,42,85,77,94.484
80,38,94,52,80,83.804
40,68,51,78,51,70.16499999999999
48,73,55,53,86,76.797
35,74,80,73,41,73.83
47,77,90,53,52,77.741
81,51,37,88,68,79.118
54,96,50,40,98,82.422
64,63,65,82,36,75.46600000000001
64,99,47,38,65,76.271
32,67,57,51,70,67.543
40,47,81,79,31,67.704
52,36,71,82,36,67.43799999999999
69,42,82,63,77,81.12799999999999
46,81,96,47,100,90.241
52,49,99,58,35,71.365
74,33,94,70,43,76.441
55,65,36,59,83,72.626
82,73,63,65,50,81.07300000000001
78,42,69,36,69,71.613
45,98,68,43,32,69.68299999999999
67,65,95,94,71,95.491
38,100,53,41,32,64.331
97,49,74,52,95,89.39699999999999
100,72,67,98,90,103.98
98,62,65,77,42,83.70499999999998
74,62,63,35,98,80.923
61,81,39,49,58,70.15899999999999
100,99,51,100,50,97.35
76,95,47,63,79,87.70400000000001
38,73,55,40,87,71.46300000000001
52,64,39,58,96,75.33
91,69,41,74,97,90.609
73,91,43,71,48,79.37500000000001
84,52,41,30,98,74.32
74,83,77,65,40,82.54299999999999
48,31,57,61,80,67.511
47,35,47,49,96,66.809
77,51,52,53,33,64.72999999999999
81,45,99,63,57,84.012
37,80,100,36,76,80.24199999999999
67,88,88,32,83,87.269
81,31,65,100,84,87.90599999999999
48,92,85,73,94,95.57300000000001
35,77,49,45,97,73.914
62,86,78,71,99,96.52799999999999
41,99,74,61,85,87.782
74,70,56,63,80,83.561
42,64,95,56,35,71.143
56,100,92,78,71,96.749
37,64,90,84,88,88.50200000000001
87,43,58,50,96,81.368
68,76,80,73,41,82.304
92,73,89,48,89,95.261
48,67,83,79,30,74.76299999999999
91,62,78,89,86,98.87899999999999
38,32,68,40,47,54.830999999999996
85,72,89,91,53,94.952
47,80,32,57,85,73.378
99,33,91,97,71,95.17999999999999
94,60,73,68,80,91.32400000000001
39,89,40,38,84,70.72800000000001
55,61,42,68,83,75.301
58,96,68,60,58,82.842
45,79,68,92,89,90.91899999999998
74,76,68,73,85,91.608
59,95,84,37,96,90.46499999999999
38,70,69,66,42,69.44
31,37,60,38,50,52.654
61,60,83,51,42,72.33699999999999
54,91,72,38,100,86.574
76,65,67,44,53,74.27699999999999
82,92,92,70,51,94.245
87,68,77,77,97,98.91
37,71,64,34,70,67.306
80,38,90,79,90,91.839
52,51,38,59,77,67.502
80,48,42,64,100,81.372
31,79,37,71,63,68.494
79,88,63,97,95,102.80799999999999
90,94,63,41,32,77.891
37,79,69,91,32,75.019
34,46,68,71,93,76.082
79,86,34,79,60,82.295
88,85,92,89,49,98.116
82,95,39,66,77,87.443
70,46,51,36,33,57.440999999999995
86,92,33,54,67,80.84899999999999
